time_ms,time_ts,phase,pos_steps,pos_ft,vel_fps,acc_fps2,t_ms
1591909,1762292093.215075,ACCEL,26,0.12763,0.12000,0.07103,1591909
1591914,1762292093.215081,ACCEL,26,0.12763,0.12000,0.07103,1591914
1591919,1762292093.215087,ACCEL,26,0.12763,0.12000,0.07103,1591919
1591924,1762292093.215094,ACCEL,26,0.12763,0.12000,0.07103,1591924
1591929,1762292093.215099,ACCEL,26,0.12763,0.12000,0.07103,1591929
1591934,1762292093.215108,ACCEL,26,0.12763,0.12000,0.07103,1591934
1591939,1762292093.215113,ACCEL,26,0.12763,0.12000,0.07103,1591939
1591944,1762292093.215120,ACCEL,26,0.12763,0.12000,0.07103,1591944
1591949,1762292093.215126,ACCEL,26,0.12763,0.12000,0.07103,1591949
1591954,1762292093.215131,ACCEL,27,0.13254,0.12000,0.07116,1591954
1591959,1762292093.215137,ACCEL,27,0.13254,0.12000,0.07116,1591959
1591964,1762292093.215143,ACCEL,27,0.13254,0.12000,0.07116,1591964
1591969,1762292093.215149,ACCEL,27,0.13254,0.12000,0.07116,1591969
1591974,1762292093.215155,ACCEL,27,0.13254,0.12000,0.07116,1591974
1591979,1762292093.215161,ACCEL,27,0.13254,0.12000,0.07116,1591979
1591984,1762292093.215167,ACCEL,27,0.13254,0.12000,0.07116,1591984
1591989,1762292093.215173,ACCEL,27,0.13254,0.12000,0.07116,1591989
1591994,1762292093.215179,ACCEL,28,0.13744,0.12000,0.07130,1591994
1591999,1762292093.215185,ACCEL,28,0.13744,0.12000,0.07130,1591999
1592004,1762292093.215195,ACCEL,28,0.13744,0.12000,0.07130,1592004
1592009,1762292093.215200,ACCEL,28,0.13744,0.12000,0.07130,1592009
1592014,1762292093.215206,ACCEL,28,0.13744,0.12000,0.07130,1592014
1592019,1762292093.215212,ACCEL,28,0.13744,0.12000,0.07130,1592019
1592024,1762292093.215217,ACCEL,28,0.13744,0.12000,0.07130,1592024
1592029,1762292093.215223,ACCEL,28,0.13744,0.12000,0.07130,1592029
1592034,1762292093.215229,ACCEL,29,0.14235,0.12000,0.07143,1592034
1592039,1762292093.215234,ACCEL,29,0.14235,0.12000,0.07143,1592039
1592044,1762292093.215240,ACCEL,29,0.14235,0.12000,0.07143,1592044
1592064,1762292093.471408,ACCEL,29,0.14235,0.12000,0.07143,1592064
1592069,1762292093.471429,ACCEL,29,0.14235,0.12000,0.07143,1592069
1592074,1762292093.471438,ACCEL,30,0.14726,0.12000,0.07157,1592074
1592079,1762292093.471446,ACCEL,30,0.14726,0.12000,0.07157,1592079
1592084,1762292093.471470,ACCEL,30,0.14726,0.12000,0.07157,1592084
1592089,1762292093.471481,ACCEL,30,0.14726,0.12000,0.07157,1592089
1592094,1762292093.471488,ACCEL,30,0.14726,0.12000,0.07157,1592094
1592099,1762292093.471495,ACCEL,30,0.14726,0.12000,0.07157,1592099
1592104,1762292093.471502,ACCEL,30,0.14726,0.12000,0.07157,1592104
1592109,1762292093.471508,ACCEL,30,0.14726,0.12000,0.07157,1592109
1592114,1762292093.471514,ACCEL,31,0.15217,0.12000,0.07170,1592114
1592119,1762292093.471520,ACCEL,31,0.15217,0.12000,0.07170,1592119
1592124,1762292093.471526,ACCEL,31,0.15217,0.12000,0.07170,1592124
1592129,1762292093.471533,ACCEL,31,0.15217,0.12000,0.07170,1592129
